cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID
neko19901111,2018-09-23 10:27,sml-str40,"感恩南信开到凌晨，晚上11点到上下九步行街，只有南信还开着，本来以为只有双皮奶，没想到～！咸食也很不错呢……附上两张菜单大家随便看看。甜点要了了红豆双皮奶和芒果双皮奶。红豆很酥，奶味超浓，本来以为自己很饿一小碗双皮奶根本不是问题，结果半碗就饱了。味道超香浓，却不是很甜～口感绵滑超好吃！主食点了云吞面和牛筋萝卜河粉。云吞面很淡！出乎意料！但是很清甜～虾仁也很Q～牛筋萝卜，味道不错，但是萝卜不酥，不喜欢，加上双皮奶已经饱了。。。把牛筋吃完就撤了。现在想想应该点个牛杂萝卜小吃才对


		                            收起评论",非常好,很好,很好,518986
Twink1e,2018-09-23 08:14,sml-str50,"广州旅游，特地来南信吃甜品，点了红豆椰汁双皮奶、姜撞奶、凤凰糊。三碗都是满满一大碗，红豆椰汁双皮奶味道一般没有原味的双皮奶好吃，姜撞奶个人不是很喜欢，姜的味道很重，吃的惯的人应该会很喜欢，最喜欢的还是凤凰糊，奶味重，连喝了两天。
                            

		                            收起评论",非常好,非常好,非常好,518986
浪迹天涯的陈晓雅,2018-09-22 22:50,sml-str40,"牛三星，满满当当的，16还是18元来着，真的份量超级足，有牛肝，牛腰子，牛肉？嫩嫩的，很好吃。还有牛杂萝卜，同样15左右价钱合理很大量而且味道相当够味，有点咸有点甜。对了双手奶也推荐，不过两个人吃好点，一个人吃会腻的，因为是甜的，很多。但是很纯！和其他非专门做甜点的店做的双皮奶不一样的，一定要试试！
                            

		                            收起评论",非常好,好,好,518986
粑粑妹儿,2018-09-22 14:36,sml-str30,双皮奶口味类似于奶油，很浓稠，味道还行就是多吃几口腻得很，生意火爆,好,好,好,518986
刘昊然的女胖友,2018-09-21 19:53,sml-str50,招牌姜汁双皮奶很嫩，细腻，味浓。吃完热热的。,非常好,非常好,非常好,518986
翼22,2018-09-21 19:29,sml-str40,没觉得多么好吃啊，双皮奶不都是这个味道嘛。人巨多,很好,好,很好,518986
铃叮咚,2018-09-21 16:58,sml-str50,"「姜撞奶」比较温和，姜味和双皮奶融合的挺好的，吃的感觉比较滋养。最满意的还是「杨枝甘露」口感比较清爽，准备自己也学学怎么做，色彩清新，真材实料的芒果和柚子果肉相遇，对味觉比较友好「杏仁糊」这个就有点不太喜欢了，杏仁味道本身不太喜欢，就算有奶味帮忙掩盖，也是尽力才吃完，不过每个人口味不一样哈，如果本身喜欢杏仁的小仙们还是可以点的。[环境]网红店一样的热闹，不过秩序感还蛮好的。
                            

		                            收起评论",非常好,非常好,非常好,518986
ALiPay_2273278087,2018-09-21 16:51,sml-str50,"跟着同事又来第二次了，去沙面玩玩，离得太近了就又来了，种类太多了，这次点了四分，姜撞奶，杏仁牛奶，杨枝甘露，双皮奶两个人那么多碗也真是壮观，挨个尝尝，感谢碰到一个配合的同事愿意陪我一起从头吃到尾，太幸福了喜欢杨枝甘露，丰富爽口姜撞奶之前一直准备自己尝试的，吃到正宗的了回去也有了念想双皮奶自己不容易做出来吧？合肥也没什么好 好吃的，只有下次再来啦！
                            

		                            收起评论",非常好,非常好,非常好,518986
璧人美玉,2018-09-21 11:12,sml-str30,"吃过这么多双皮奶，全广州最正最美味的双皮奶！奶香，入口嫩滑，好味极了。周中来，位子多，人不多，真好，上得也快。不过一个人吃完一碗，好饱，有点小腻！这里的甜品，就双皮奶最出色，最性价比高，最正宗了！反而其他甜品有点贵。
                            

		                            收起评论",好,好,好,518986
Adira,2018-09-21 00:17,sml-str20,"逛上下九，好多都推荐南信牛奶甜品专家，兴致勃勃的找来，有心理准备网红店人多也认了。不容易在二楼找到位置，圆桌，基本都拼桌。点了推荐菜牛三星汤，杨枝甘露，鲜虾云吞，双皮奶。杨枝甘露和双皮奶吃起来和满记那些差不多，不功不过吧。鲜虾云吞，因为饿了，觉得还不错吃完了。牛三星汤！！巨坑，吃不惯，太腥了，尝了一口就剩下了。真的不懂好吃的点在哪里。很普通的店，菜品倒是多，味道普通，人多服务也跟不上，上菜巨慢，环境也拥挤，不推荐
                            

		                            收起评论",一般,一般,一般,518986
树上有一颗樱桃子,2018-09-20 22:33,sml-str50,偶遇的很惊喜的店，人非常非常多，需要拼桌，里面很热，可能老广州的店都这样？重在味道好，强推双皮奶和姜撞奶，奶味超级足！好吃喜欢！如果有机会的话一定会再去的，云吞的话用料很足很走心～,非常好,一般,一般,518986
大野雅章,2018-09-20 19:26,sml-str30,"【総合☆50】20180911tue.【南信双皮奶(冰的)】14元☆50水牛のミルク使用との事。ミルクの風味濃いめで美味しいが食感的にやや固まりすぎな感がありこれがアフターの口中にも少し残って微妙。膜とミルクプディングの区別がつかない。
                            

		                            收起评论",好,好,好,518986
时钟里的,2018-09-20 18:34,sml-str50,"人气超旺的店自然会来打卡，服务员忙得不可开交，座位还需要跟别人拼桌，点了双皮奶、杨枝甘露还有新出的红薯糖水，双皮奶个人觉得有点腻不是我喜欢的，杨枝甘露味道还是不错，如果是冰的会更棒。红薯糖水里面会有姜味，我很喜欢。其实还想尝尝别的，但只怪胃太小了。
                            

		                            收起评论",非常好,非常好,非常好,518986
余愚鱼_3493,2018-09-20 16:07,sml-str50,"人有点多,是拼的桌。上菜还是很快的,在天津有一家叫捷信的经常去,但是味道跟品质远远比不上这个。果然甜品还是要吃粤系的,双皮奶抽的一下点的热的,我可能错过了什么。牛腩很足的分量,云吞里面虾的分量十足。一直很尊敬这样的点,无论多少人生意多火爆,也不过降低品质。。。赞一个
                            

		                            收起评论",非常好,很好,非常好,518986
么么黑兮兮白,2018-09-20 13:17,sml-str50,还是这家的双皮奶最好吃，几年没来小吃都开到商场里面去了，味道还是很正宗，这家店在三楼我们是无意中发现的，很干净，人不多。,非常好,非常好,非常好,518986
傻笑的meimeichen,2018-09-20 10:54,sml-str30,一个字，甜！太甜！每次去广州都要吃，但每次都只能吃下一口。特地点了冰芝麻糊。还是甜死。。杨枝甘露还行。总之，适合爱吃甜食的宝宝。,好,好,好,518986
gloriafrancis,2018-09-20 06:42,sml-str50,"南信牛奶甜品在广州非常，我在广州三天吃了两次，可见吸引我的程度，位置非常好找，牌子很明显，排队人很多，店铺不大，找个位置也挺难的，点了姜撞奶，有姜味，开始觉得辣辣的，北方人不好接受，但是尝了几口就会觉得很好喝，薄撑也是特色，吃的第一口脆脆的甜甜的，忍不住鼓掌，旁边拼桌的湖南姑娘都笑了，双皮奶虽然在家乡总吃，但是南信的确实更好
                            

		                            收起评论",非常好,非常好,非常好,518986
samjune,2018-09-19 23:07,sml-str40,"这家是广东老字号的甜品店了，有八十余年的历史。做的都是著名的粤式茶餐甜品，一张简单的菜单品种却是挺多的，压在桌子下红色的纸是点心，红色的纸是甜品，晚上人还是很多。点了平时比较喜欢的鲜虾云吞面和红豆双皮奶，云吞是两只大虾口感弹性十足，用碱水面粉做的面条也是很有嚼劲，而且时间长点也不会烂；红豆双皮奶，也是奶味足，口味甜，不容错过，还有打星的都是他家特色哦！
                            

		                            收起评论",很好,很好,很好,518986
LIN左手,2018-09-19 19:50,sml-str50,"位于上下九的一家甜品美食店。菜单上面菜式很多挑花了眼，有咸的和甜的两张菜单，这次专程来吃甜品，点了大家推荐的双皮奶，姜撞奶，杨枝甘露，芝麻糊等甜品。双皮奶：凝固得跟老酸奶一样，吃起来有一股奶酪的味道，十分浓稠。姜撞奶：顺滑，姜汁味道浓郁，但不是很刺激，可以喝的一款奶制品，大力推荐。杨枝甘露：酸酸甜甜的很开胃。芝麻糊：和市面上卖的那些芝麻糊完全不一样打的很细滑又很浓稠，甜度正好，不会觉得很腻，大家都赞不绝口。门口的服务员很热情，上菜的时候速度也很快。
                            

		                            收起评论",非常好,很好,非常好,518986
爱吃还胖的胖小猪,2018-09-19 10:18,sml-str30,"特地跑到这家店尝试的，点了肠粉 双皮奶 姜撞奶，整体老说味道都还行但也没特别惊艳的。肠粉的酱油我和我平常吃的味道有一定差别，肠粉的皮挺薄的，但里面的料没有感觉很充足的感觉。双皮奶 本人更喜欢陶陶居的双皮奶，这家双皮奶和平常吃的也有区别，更厚实！姜撞奶 最惊讶的一道，姜味很足，第一口可能会很不习惯，但是好吃的，多吃两口会习惯的，别的地方很难吃到的！建议来尝试一下。
                            

		                            收起评论",好,好,好,518986
jvjue,2018-09-19 08:29,sml-str50,"真是不比不知道，一比吓一跳。虽然武汉也有许多广州甜品的舶来品，但广州的甜品质量的确要甩武汉的几条街。随便点一种都好吃的不得了，而且我是第一次吃到热得烫的双皮奶，口感太好了，还有姜撞奶凝固得很好，不象武汉的，稍微动下就散了，而且姜汁的辛辣味非常浓，很正宗的感觉。最后不得不提提它们家的鲜虾肠粉，排名第一，果然名不虚传，快来尝尝。
                            

		                            收起评论",非常好,非常好,很好,518986
